Text,Category,Noun,Personal Pronoun,Adverb,Verb,Adjective,Preposition,Modal,Conjunction,Determiner,Verb present,Verb past,Verb past participle
 I go to the park to play tag.,Present Tense,,,,,,,,,,,,
 She goes to the mall to hang out with her friends.,Present Tense,,,,,,,,,,,,
 He goes to the movies to watch the latest films.,Present Tense,,,,,,,,,,,,
 We go to the restaurant to eat dinner.,Present Tense,,,,,,,,,,,,
 They go to the amusement park to go on the rides.,Present Tense,,,,,,,,,,,,
 I go to the gym to do yoga.,Present Tense,,,,,,,,,,,,
 She goes to the store to buy groceries.,Present Tense,,,,,,,,,,,,
 He goes to the playground to play with his friends.,Present Tense,,,,,,,,,,,,
 We go to the beach to go surfing.,Present Tense,,,,,,,,,,,,
 They go to the farmer's market to buy fresh produce.,Present Tense,,,,,,,,,,,,
 I go to the art museum to admire the paintings.,Present Tense,,,,,,,,,,,,
 She goes to the bank to withdraw money.,Present Tense,,,,,,,,,,,,
 He goes to the post office to mail letters.,Present Tense,,,,,,,,,,,,
 We go to the park to fly kites.,Present Tense,,,,,,,,,,,,
 They go to the skating rink to go ice skating.,Present Tense,,,,,,,,,,,,
 I go to the zoo to learn about animals.,Present Tense,,,,,,,,,,,,
 She goes to the lake to go fishing.,Present Tense,,,,,,,,,,,,
 He goes to the theater to watch plays.,Present Tense,,,,,,,,,,,,
 We go to the aquarium to watch the sea creatures.,Present Tense,,,,,,,,,,,,
 They go to the park to have picnics.,Present Tense,,,,,,,,,,,,
 She ran to the store.,Past Tense,,,,,,,,,,,,
 He accepted the offer.,Past Tense,,,,,,,,,,,,
 They ate dinner together.,Past Tense,,,,,,,,,,,,
 We went to the beach.,Past Tense,,,,,,,,,,,,
 I read a book.,Past Tense,,,,,,,,,,,,
 She sang a song.,Past Tense,,,,,,,,,,,,
 He bought a new car.,Past Tense,,,,,,,,,,,,
 They watched a movie.,Past Tense,,,,,,,,,,,,
 We cooked dinner.,Past Tense,,,,,,,,,,,,
 I wrote an essay.,Past Tense,,,,,,,,,,,,
 She drove to work.,Past Tense,,,,,,,,,,,,
 He danced all night.,Past Tense,,,,,,,,,,,,
 They swam in the pool.,Past Tense,,,,,,,,,,,,
 We painted the house.,Past Tense,,,,,,,,,,,,
 I took a nap.,Past Tense,,,,,,,,,,,,
 She taught a class.,Past Tense,,,,,,,,,,,,
 He flew to New York.,Past Tense,,,,,,,,,,,,
 They played in the park.,Past Tense,,,,,,,,,,,,
 We had breakfast.,Past Tense,,,,,,,,,,,,
 I drove home.,Past Tense,,,,,,,,,,,,
 She answered the phone.,Past Tense,,,,,,,,,,,,
 He visited his parents.,Past Tense,,,,,,,,,,,,
 They studied for the test.,Past Tense,,,,,,,,,,,,
 We walked to school.,Past Tense,,,,,,,,,,,,
 I rode my bike.,Past Tense,,,,,,,,,,,,
 She made dinner.,Past Tense,,,,,,,,,,,,
 He cleaned the kitchen.,Past Tense,,,,,,,,,,,,
 They went to the circus.,Past Tense,,,,,,,,,,,,
 We laughed at the joke.,Past Tense,,,,,,,,,,,,
 I did the laundry.,Past Tense,,,,,,,,,,,,
 She opened the door.,Past Tense,,,,,,,,,,,,
 He ran a marathon.,Past Tense,,,,,,,,,,,,
 They went to the movies.,Past Tense,,,,,,,,,,,,
 We made a cake.,Past Tense,,,,,,,,,,,,
 I bought a new shirt.,Past Tense,,,,,,,,,,,,
 She drank a glass of water.,Past Tense,,,,,,,,,,,,
 He wrote a letter.,Past Tense,,,,,,,,,,,,
 They caught a fish.,Past Tense,,,,,,,,,,,,
 We took a trip.,Past Tense,,,,,,,,,,,,
 I rode the bus.,Past Tense,,,,,,,,,,,,
 She took a shower.,Past Tense,,,,,,,,,,,,
 He went to the store.,Past Tense,,,,,,,,,,,,
 They painted a picture.,Past Tense,,,,,,,,,,,,
 We had a picnic.,Past Tense,,,,,,,,,,,,
 I finished the project.,Past Tense,,,,,,,,,,,,
 She played a game.,Past Tense,,,,,,,,,,,,
 He read a magazine.,Past Tense,,,,,,,,,,,,
 They visited the museum.,Past Tense,,,,,,,,,,,,
 We made dinner.,Past Tense,,,,,,,,,,,,
 I gave him a hug.,Past Tense,,,,,,,,,,,,
 She wrote a story.,Past Tense,,,,,,,,,,,,
 He checked his email.,Past Tense,,,,,,,,,,,,
 They built a house.,Past Tense,,,,,,,,,,,,
 We had a party.,Past Tense,,,,,,,,,,,,
 I wrote a poem.,Past Tense,,,,,,,,,,,,
 She ate an apple.,Past Tense,,,,,,,,,,,,
 He made breakfast.,Past Tense,,,,,,,,,,,,
 They walked the dog.,Past Tense,,,,,,,,,,,,
 We watched the sunset.,Past Tense,,,,,,,,,,,,
 I took the train.,Past Tense,,,,,,,,,,,,
 She made a cake.,Past Tense,,,,,,,,,,,,
 He went to the park.,Past Tense,,,,,,,,,,,,
 They cleaned the room.,Past Tense,,,,,,,,,,,,
 We sang a song.,Past Tense,,,,,,,,,,,,
 I did the dishes.,Past Tense,,,,,,,,,,,,
 She climbed a tree.,Past Tense,,,,,,,,,,,,
 He took a walk.,Past Tense,,,,,,,,,,,,
 They had lunch.,Past Tense,,,,,,,,,,,,
 We flew a kite.,Past Tense,,,,,,,,,,,,
 I sent a text.,Past Tense,,,,,,,,,,,,
 She caught a butterfly.,Past Tense,,,,,,,,,,,,
 He solved the puzzle.,Past Tense,,,,,,,,,,,,
 They surfed the internet.,Past Tense,,,,,,,,,,,,
 We had ice cream.,Past Tense,,,,,,,,,,,,
 I called my friend.,Past Tense,,,,,,,,,,,,
 She wrote a letter.,Past Tense,,,,,,,,,,,,
 He built a sandcastle.,Past Tense,,,,,,,,,,,,
 They played tennis.,Past Tense,,,,,,,,,,,,
 We rode a roller coaster.,Past Tense,,,,,,,,,,,,
 I made a cake.,Past Tense,,,,,,,,,,,,
 She read a newspaper.,Past Tense,,,,,,,,,,,,
 He cooked dinner.,Past Tense,,,,,,,,,,,,
 They watched a show.,Past Tense,,,,,,,,,,,,
 We went to the zoo.,Past Tense,,,,,,,,,,,,
 I did the homework.,Past Tense,,,,,,,,,,,,
 She visited her aunt.,Past Tense,,,,,,,,,,,,
 He took a nap.,Past Tense,,,,,,,,,,,,
 They searched the web.,Past Tense,,,,,,,,,,,,
 We made a snowman.,Past Tense,,,,,,,,,,,,
 I listened to music.,Past Tense,,,,,,,,,,,,
 She went to the library.,Past Tense,,,,,,,,,,,,
 He ate a snack.,Past Tense,,,,,,,,,,,,
 They played soccer.,Past Tense,,,,,,,,,,,,
 We hiked a mountain.,Past Tense,,,,,,,,,,,,
 I wrote a letter.,Past Tense,,,,,,,,,,,,
 She bought a gift.,Past Tense,,,,,,,,,,,,
 He ran a race.,Past Tense,,,,,,,,,,,,
 They painted a picture.,Past Tense,,,,,,,,,,,,
 We did the shopping.,Past Tense,,,,,,,,,,,,
 I watched a movie.,Past Tense,,,,,,,,,,,,
 She drove to the store.,Past Tense,,,,,,,,,,,,
 He jumped in the lake.,Past Tense,,,,,,,,,,,,
 They hugged each other.,Past Tense,,,,,,,,,,,,
 We prepared dinner.,Past Tense,,,,,,,,,,,,
 I exercised every day.,Past Tense,,,,,,,,,,,,
 She swam in the ocean.,Past Tense,,,,,,,,,,,,
 He did the dishes.,Past Tense,,,,,,,,,,,,
 They went fishing.,Past Tense,,,,,,,,,,,,
 We rode a bike.,Past Tense,,,,,,,,,,,,
 I made a sandwich.,Past Tense,,,,,,,,,,,,
 She washed the car.,Past Tense,,,,,,,,,,,,
 He cleaned the house.,Past Tense,,,,,,,,,,,,
 They took a trip.,Past Tense,,,,,,,,,,,,
 We had a barbecue.,Past Tense,,,,,,,,,,,,
 I took out the trash.,Past Tense,,,,,,,,,,,,
 She wrote a song.,Past Tense,,,,,,,,,,,,
 He ran a marathon.,Past Tense,,,,,,,,,,,,
 They watched the sunrise.,Past Tense,,,,,,,,,,,,
 We went to the museum.,Past Tense,,,,,,,,,,,,
 I bought some clothes.,Past Tense,,,,,,,,,,,,
 She baked a pie.,Past Tense,,,,,,,,,,,,
 He planted a tree.,Past Tense,,,,,,,,,,,,
 They watched TV.,Past Tense,,,,,,,,,,,,
 We went to the beach.,Past Tense,,,,,,,,,,,,
 I danced all night.,Past Tense,,,,,,,,,,,,
 She called her mom.,Past Tense,,,,,,,,,,,,
 He mowed the lawn.,Past Tense,,,,,,,,,,,,
 They skated down the street.,Past Tense,,,,,,,,,,,,
 We played a game.,Past Tense,,,,,,,,,,,,
 I wrote a book.,Past Tense,,,,,,,,,,,,
 She read a magazine.,Past Tense,,,,,,,,,,,,
 He painted the fence.,Past Tense,,,,,,,,,,,,
 They visited the zoo.,Past Tense,,,,,,,,,,,,
 We cooked dinner.,Past Tense,,,,,,,,,,,,
 I drove to the city.,Past Tense,,,,,,,,,,,,
 She sang a lullaby.,Past Tense,,,,,,,,,,,,
 He cooked breakfast.,Past Tense,,,,,,,,,,,,
 They made a snowman.,Past Tense,,,,,,,,,,,,
 We went camping.,Past Tense,,,,,,,,,,,,
 I took a picture.,Past Tense,,,,,,,,,,,,
 She ran a race.,Past Tense,,,,,,,,,,,,
 He drank a cup of coffee.,Past Tense,,,,,,,,,,,,
 They had a picnic.,Past Tense,,,,,,,,,,,,
 We flew a kite.,Past Tense,,,,,,,,,,,,
 I read a story.,Past Tense,,,,,,,,,,,,
 She picked some flowers.,Past Tense,,,,,,,,,,,,
 He built a fort.,Past Tense,,,,,,,,,,,,
 They did the shopping.,Past Tense,,,,,,,,,,,,
 We played tag.,Past Tense,,,,,,,,,,,,
 I took a shower.,Past Tense,,,,,,,,,,,,
 She wrote a letter.,Past Tense,,,,,,,,,,,,
 He ate an ice cream.,Past Tense,,,,,,,,,,,,
 They went to the park.,Past Tense,,,,,,,,,,,,
 We watched a movie.,Past Tense,,,,,,,,,,,,
 I did the laundry.,Past Tense,,,,,,,,,,,,
 She rode a horse.,Past Tense,,,,,,,,,,,,
 He solved the puzzle.,Past Tense,,,,,,,,,,,,
 They made a cake.,Past Tense,,,,,,,,,,,,
 We went to the fair.,Past Tense,,,,,,,,,,,,
 I called a friend.,Past Tense,,,,,,,,,,,,
 She took a nap.,Past Tense,,,,,,,,,,,,
 He searched the web.,Past Tense,,,,,,,,,,,,
 They caught a fish.,Past Tense,,,,,,,,,,,,
 We walked to school.,Past Tense,,,,,,,,,,,,
 I rode a bus.,Past Tense,,,,,,,,,,,,
 She opened the door.,Past Tense,,,,,,,,,,,,
 He accepted the offer.,Past Tense,,,,,,,,,,,,
 They ate dinner together.,Past Tense,,,,,,,,,,,,
 We painted the house.,Past Tense,,,,,,,,,,,,
 I bought a new shirt.,Past Tense,,,,,,,,,,,,
 She answered the phone.,Past Tense,,,,,,,,,,,,
 He visited his parents.,Past Tense,,,,,,,,,,,,
 They studied for the test.,Past Tense,,,,,,,,,,,,
 We had breakfast.,Past Tense,,,,,,,,,,,,
 I drove home.,Past Tense,,,,,,,,,,,,
 She taught a class.,Past Tense,,,,,,,,,,,,
 He flew to New York.,Past Tense,,,,,,,,,,,,
 They played in the park.,Past Tense,,,,,,,,,,,,
 We laughed at the joke.,Past Tense,,,,,,,,,,,,
 I finished the project.,Past Tense,,,,,,,,,,,,
 She played a game.,Past Tense,,,,,,,,,,,,
 He read a magazine.,Past Tense,,,,,,,,,,,,
 They visited the museum.,Past Tense,,,,,,,,,,,,
 We had a party.,Past Tense,,,,,,,,,,,,
 I wrote a poem.,Past Tense,,,,,,,,,,,,
 She ate an apple.,Past Tense,,,,,,,,,,,,
 He made breakfast.,Past Tense,,,,,,,,,,,,
 They walked the dog.,Past Tense,,,,,,,,,,,,
 We watched the sunset.,Past Tense,,,,,,,,,,,,
 I took the train.,Past Tense,,,,,,,,,,,,
 She made a cake.,Past Tense,,,,,,,,,,,,
 He went to the store.,Past Tense,,,,,,,,,,,,
 They painted a picture.,Past Tense,,,,,,,,,,,,
 We had ice cream.,Past Tense,,,,,,,,,,,,
 I gave him a hug.,Past Tense,,,,,,,,,,,,
 She wrote a story.,Past Tense,,,,,,,,,,,,
 He checked his email.,Past Tense,,,,,,,,,,,,
 They built a house.,Past Tense,,,,,,,,,,,,
 We rode a roller coaster.,Past Tense,,,,,,,,,,,,
 I sent a text.,Past Tense,,,,,,,,,,,,
 I will be finishing my homework tomorrow. ,Future Tense,,,,,,,,,,,,
 She will be going to the store later. ,Future Tense,,,,,,,,,,,,
 We will be having dinner together tomorrow night.,Future Tense,,,,,,,,,,,,
 I will be traveling to a new country next week.,Future Tense,,,,,,,,,,,,
 He will be getting a promotion next month.,Future Tense,,,,,,,,,,,,
 They will be taking a trip to the beach next weekend.,Future Tense,,,,,,,,,,,,
 We will be studying for our exams next week.,Future Tense,,,,,,,,,,,,
 I will be visiting my grandparents the day after tomorrow.,Future Tense,,,,,,,,,,,,
 She will be attending a music festival next summer.,Future Tense,,,,,,,,,,,,
He will be starting a new job in a few weeks.,Future Tense,,,,,,,,,,,,
They will be buying a new house next year.,Future Tense,,,,,,,,,,,,
I will be graduating from college in two years.,Future Tense,,,,,,,,,,,,
We will be celebrating our anniversary in three months.,Future Tense,,,,,,,,,,,,
She will be taking a vacation to Europe next month.,Future Tense,,,,,,,,,,,,
He will be going on a camping trip next weekend.,Future Tense,,,,,,,,,,,,
They will be moving to a new city in six months.,Future Tense,,,,,,,,,,,,
We will be having a party for my birthday next week.,Future Tense,,,,,,,,,,,,
I will be taking a cooking class in two months.,Future Tense,,,,,,,,,,,,
She will be visiting her family next summer.,Future Tense,,,,,,,,,,,,
He will be running a marathon next year.,Future Tense,,,,,,,,,,,,
They will be getting married in six months.,Future Tense,,,,,,,,,,,,
We will be going to the movies next month.,Future Tense,,,,,,,,,,,,
I will be applying for a new job in a few weeks.,Future Tense,,,,,,,,,,,,
She will be writing a book in the next year.,Future Tense,,,,,,,,,,,,
He will be taking a dancing class next semester.,Future Tense,,,,,,,,,,,,
They will be flying to Japan in three months.,Future Tense,,,,,,,,,,,,
We will be having dinner at a new restaurant next weekend.,Future Tense,,,,,,,,,,,,
I will be starting a new hobby in a few days.,Future Tense,,,,,,,,,,,,
She will be painting her bedroom next month.,Future Tense,,,,,,,,,,,,
He will be taking a road trip next summer.,Future Tense,,,,,,,,,,,,
They will be going to the zoo in two weeks.,Future Tense,,,,,,,,,,,,
We will be attending a concert next month.,Future Tense,,,,,,,,,,,,
I will be enrolling in a new course next semester.,Future Tense,,,,,,,,,,,,
She will be launching her own business in two years.,Future Tense,,,,,,,,,,,,
He will be taking a yoga class in four months.,Future Tense,,,,,,,,,,,,
They will be going on a cruise next year.,Future Tense,,,,,,,,,,,,
We will be taking a language class next summer.,Future Tense,,,,,,,,,,,,
I will be running a marathon in five months.,Future Tense,,,,,,,,,,,,
She will be traveling to Mexico in three weeks.,Future Tense,,,,,,,,,,,,
He will be starting a new job in a few months.,Future Tense,,,,,,,,,,,,
They will be joining a gym in six weeks.,Future Tense,,,,,,,,,,,,
We will be going to the beach in two months.,Future Tense,,,,,,,,,,,,
I will be getting a new car in a year.,Future Tense,,,,,,,,,,,,
She will be taking a photography class in a month.,Future Tense,,,,,,,,,,,,
He will be visiting his grandparents in five weeks.,Future Tense,,,,,,,,,,,,
They will be having a party for their anniversary next week.,Future Tense,,,,,,,,,,,,
We will be going to the mountains in six months.,Future Tense,,,,,,,,,,,,
I will be buying a new house in a few days.,Future Tense,,,,,,,,,,,,
She will be going on a shopping spree next month.,Future Tense,,,,,,,,,,,,
He will be attending a conference in three months.,Future Tense,,,,,,,,,,,,
 I woke up early yesterday morning.,Past Tense,,,,,,,,,,,,
 I brushed my teeth and showered.,Past Tense,,,,,,,,,,,,
 I got dressed and had breakfast.,Past Tense,,,,,,,,,,,,
 I took the bus to work.,Past Tense,,,,,,,,,,,,
 I worked all day on a project.,Past Tense,,,,,,,,,,,,
 I ate a packed lunch in the office.,Past Tense,,,,,,,,,,,,
 I finished the project at pm.,Past Tense,,,,,,,,,,,,
 I took the bus home.,Past Tense,,,,,,,,,,,,
 I cooked dinner for my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I slept soundly until morning.,Past Tense,,,,,,,,,,,,
 I arrived at school on time.,Past Tense,,,,,,,,,,,,
 I took my seat and waited for the teacher.,Past Tense,,,,,,,,,,,,
 The teacher began the lesson.,Past Tense,,,,,,,,,,,,
 I took notes and paid attention.,Past Tense,,,,,,,,,,,,
 We discussed the material in class.,Past Tense,,,,,,,,,,,,
 I asked questions and participated in the discussion.,Past Tense,,,,,,,,,,,,
" At the end of the lesson, I packed up my things.",Past Tense,,,,,,,,,,,,
 I said goodbye to my classmates and left the room.,Past Tense,,,,,,,,,,,,
 I had lunch with my friends in the cafeteria.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
" After lunch, I went to the library.",Past Tense,,,,,,,,,,,,
 I looked for books about the subject I'd studied in class.,Past Tense,,,,,,,,,,,,
 I found some interesting titles and checked them out.,Past Tense,,,,,,,,,,,,
 I went home and read the books.,Past Tense,,,,,,,,,,,,
 I wrote a paper based on the information I'd learned.,Past Tense,,,,,,,,,,,,
 I submitted the paper to my teacher the next day.,Past Tense,,,,,,,,,,,,
 I went to the store and bought groceries.,Past Tense,,,,,,,,,,,,
 I put the groceries away when I got home.,Past Tense,,,,,,,,,,,,
 I cooked dinner for my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I washed the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I woke up early the next morning.,Past Tense,,,,,,,,,,,,
 I had breakfast and got ready for the day.,Past Tense,,,,,,,,,,,,
 I took the bus to my job.,Past Tense,,,,,,,,,,,,
 I worked for eight hours on various tasks.,Past Tense,,,,,,,,,,,,
 I ate a packed lunch in the office.,Past Tense,,,,,,,,,,,,
 I finished my work at pm.,Past Tense,,,,,,,,,,,,
 I took the bus home.,Past Tense,,,,,,,,,,,,
 I cooked dinner for my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I slept soundly until morning.,Past Tense,,,,,,,,,,,,
 I went to the park with my friends.,Past Tense,,,,,,,,,,,,
 We played games and enjoyed the sunshine.,Past Tense,,,,,,,,,,,,
 We had a picnic lunch in the park.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the park and went home.,Past Tense,,,,,,,,,,,,
 I had dinner with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I took the train to the city.,Past Tense,,,,,,,,,,,,
 I spent the day sightseeing.,Past Tense,,,,,,,,,,,,
 I ate lunch in a cafe.,Past Tense,,,,,,,,,,,,
 I did some shopping and looked around.,Past Tense,,,,,,,,,,,,
 I took the train back home.,Past Tense,,,,,,,,,,,,
 I cooked dinner for my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the beach with my friends.,Past Tense,,,,,,,,,,,,
 We swam in the sea and played games.,Past Tense,,,,,,,,,,,,
 We had a picnic lunch on the beach.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the beach and went home.,Past Tense,,,,,,,,,,,,
 I had dinner with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the movies with my friends.,Past Tense,,,,,,,,,,,,
 We watched a comedy and laughed.,Past Tense,,,,,,,,,,,,
 We had dinner at a restaurant.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the restaurant and went home.,Past Tense,,,,,,,,,,,,
 I had a snack with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After our snack, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the mall with my friends.,Past Tense,,,,,,,,,,,,
 We looked around and did some shopping.,Past Tense,,,,,,,,,,,,
 We had lunch at a cafe.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the mall and went home.,Past Tense,,,,,,,,,,,,
 I had a light dinner with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went on a road trip with my friends.,Past Tense,,,,,,,,,,,,
 We stopped at various places along the way.,Past Tense,,,,,,,,,,,,
 We had lunch in a small town.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the town and continued our journey.,Past Tense,,,,,,,,,,,,
 I had dinner with my family when I got home.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the zoo with my friends.,Past Tense,,,,,,,,,,,,
 We saw the animals and took pictures.,Past Tense,,,,,,,,,,,,
 We had lunch at a cafe in the zoo.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the zoo and went home.,Past Tense,,,,,,,,,,,,
 I had a snack with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After our snack, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went out for dinner with my friends.,Past Tense,,,,,,,,,,,,
 We had a nice meal at a restaurant.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the restaurant and went home.,Past Tense,,,,,,,,,,,,
 I had a light snack with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After our snack, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the park with my friends.,Past Tense,,,,,,,,,,,,
 We played games and enjoyed the sunshine.,Past Tense,,,,,,,,,,,,
 We had a picnic lunch in the park.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the park and went home.,Past Tense,,,,,,,,,,,,
 I had dinner with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the movies with my friends.,Past Tense,,,,,,,,,,,,
 We watched a thriller and got scared.,Past Tense,,,,,,,,,,,,
 We had dinner at a restaurant.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the restaurant and went home.,Past Tense,,,,,,,,,,,,
 I had a snack with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After our snack, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the mall with my friends.,Past Tense,,,,,,,,,,,,
 We looked around and did some shopping.,Past Tense,,,,,,,,,,,,
 We had lunch at a cafe.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the mall and went home.,Past Tense,,,,,,,,,,,,
 I had a light dinner with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I went to the beach with my friends.,Past Tense,,,,,,,,,,,,
 We swam in the sea and played games.,Past Tense,,,,,,,,,,,,
 We had a picnic lunch on the beach.,Past Tense,,,,,,,,,,,,
 We talked and laughed over a meal.,Past Tense,,,,,,,,,,,,
 We left the beach and went home.,Past Tense,,,,,,,,,,,,
 I had dinner with my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I took the train to the city.,Past Tense,,,,,,,,,,,,
 I spent the day sightseeing.,Past Tense,,,,,,,,,,,,
 I ate lunch in a cafe.,Past Tense,,,,,,,,,,,,
 I did some shopping and looked around.,Past Tense,,,,,,,,,,,,
 I took the train back home.,Past Tense,,,,,,,,,,,,
 I cooked dinner for my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I did the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I arrived at school on time.,Past Tense,,,,,,,,,,,,
 I took my seat and waited for the teacher.,Past Tense,,,,,,,,,,,,
 The teacher began the lesson.,Past Tense,,,,,,,,,,,,
 I took notes and paid attention.,Past Tense,,,,,,,,,,,,
 We discussed the material in class.,Past Tense,,,,,,,,,,,,
 I asked questions and participated in the discussion.,Past Tense,,,,,,,,,,,,
" At the end of the lesson, I packed up my things.",Past Tense,,,,,,,,,,,,
 I said goodbye to my classmates and left the room.,Past Tense,,,,,,,,,,,,
 I went to the store and bought groceries.,Past Tense,,,,,,,,,,,,
 I put the groceries away when I got home.,Past Tense,,,,,,,,,,,,
 I cooked dinner for my family.,Past Tense,,,,,,,,,,,,
 We ate together and talked about our day.,Past Tense,,,,,,,,,,,,
" After dinner, I washed the dishes.",Past Tense,,,,,,,,,,,,
 I watched some TV with my family.,Past Tense,,,,,,,,,,,,
" Around pm, I went to bed.",Past Tense,,,,,,,,,,,,
 I slept soundly until morning.,Past Tense,,,,,,,,,,,,
 I had breakfast and got ready for the day.,Past Tense,,,,,,,,,,,,
 I took the bus to my job.,Past Tense,,,,,,,,,,,,
 I worked for eight hours on various tasks.,Past Tense,,,,,,,,,,,,
 I ate a packed lunch in the office.,Past Tense,,,,,,,,,,,,
